what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1382019104905
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1382019105139
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1382019105443
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1382019106292
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382019151380
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382019237235
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382019409631
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382019447750
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1382019514503
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1382019515381
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1382019515530
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1382019516197
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019536001
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019536761
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1382019564066
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019578599
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019579168
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382019581758
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1382019613563
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382019625339
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1382019670078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019696884
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019707011
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019719848
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019721375
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019722284
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019724203
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1382019726570
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382019737791
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1382019748916
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382019750072
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382019779858
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382019788891
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382019790510
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019793467
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019800062
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019807453
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019817694
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019840111
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019847424
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019870474
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019889645
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019943686
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382019963328
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382019976930
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1382019983673
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382019984325
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382020011708
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1382020027252
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1382020030447
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382020032560
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1382020036606
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382020036998
error,log,,,"An internal error occurred during: ""Searching..."".",1382020043676
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020043768
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020049150
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382020049173
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020050928
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020051044
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382020062651
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1382020065247
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382020065676
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382020068458
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1382020076793
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382020077127
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020090466
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020099703
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020101526
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020102521
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020108623
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020123637
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020126041
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020133621
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020135100
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020135513
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020153483
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020159556
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020162992
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020166571
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382020168135
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382021517607
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382021519313
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382021520272
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382021521138
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1382021524720
